,MZ,date,week,status,1_week_ago,2_week_ago,3_week_ago,4_week_ago,5_week_ago,6_week_ago,7_week_ago,8_week_ago
0,161,2019-01-07,2,0,0,0,0,0,0,0,0,0
1,108,2019-01-07,2,0,0,0,0,0,0,0,0,0
2,109,2019-01-07,2,0,0,0,0,0,0,0,0,0
3,11,2019-01-07,2,0,0,0,0,0,0,0,0,0
4,110,2019-01-07,2,0,0,0,0,0,0,0,0,0
5,110-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
6,111,2019-01-07,2,0,0,0,0,0,0,0,0,0
7,112,2019-01-07,2,0,0,0,0,0,0,0,0,0
8,113,2019-01-07,2,0,0,0,0,0,0,0,0,0
9,115,2019-01-07,2,0,0,0,0,0,0,0,0,0
10,117-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
11,118,2019-01-07,2,0,0,0,0,0,0,0,0,0
12,119,2019-01-07,2,0,0,0,0,0,0,0,0,0
13,12,2019-01-07,2,0,0,0,0,0,0,0,0,0
14,121,2019-01-07,2,0,0,0,0,0,0,0,0,0
15,122,2019-01-07,2,0,0,0,0,0,0,0,0,0
16,122-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
17,123,2019-01-07,2,0,0,0,0,0,0,0,0,0
18,107,2019-01-07,2,0,0,0,0,0,0,0,0,0
19,124,2019-01-07,2,0,0,0,0,0,0,0,0,0
20,106,2019-01-07,2,0,0,0,0,0,0,0,0,0
21,104,2019-01-07,2,0,0,0,0,0,0,0,0,0
22,01,2019-01-07,2,0,0,0,0,0,0,0,0,0
23,02,2019-01-07,2,0,0,0,0,0,0,0,0,0
24,02-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
25,03,2019-01-07,2,0,0,0,0,0,0,0,0,0
26,03-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
27,04,2019-01-07,2,0,0,0,0,0,0,0,0,0
28,05,2019-01-07,2,0,0,0,0,0,0,0,0,0
29,06,2019-01-07,2,0,0,0,0,0,0,0,0,0
30,07,2019-01-07,2,0,0,0,0,0,0,0,0,0
31,08,2019-01-07,2,0,0,0,0,0,0,0,0,0
32,09,2019-01-07,2,0,0,0,0,0,0,0,0,0
33,09-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
34,10,2019-01-07,2,0,0,0,0,0,0,0,0,0
35,100,2019-01-07,2,0,0,0,0,0,0,0,0,0
36,101,2019-01-07,2,0,0,0,0,0,0,0,0,0
37,102,2019-01-07,2,0,0,0,0,0,0,0,0,0
38,103,2019-01-07,2,0,0,0,0,0,0,0,0,0
39,105,2019-01-07,2,0,0,0,0,0,0,0,0,0
40,124-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
41,116,2019-01-07,2,0,0,0,0,0,0,0,0,0
42,125,2019-01-07,2,0,0,0,0,0,0,0,0,0
43,80,2019-01-07,2,1,1,1,1,1,1,1,1,1
44,124-2,2019-01-07,2,0,0,0,0,0,0,0,0,0
45,141,2019-01-07,2,0,0,0,0,0,0,0,0,0
46,140,2019-01-07,2,0,0,0,0,0,0,0,0,0
47,139-2,2019-01-07,2,0,0,0,0,0,0,0,0,0
48,139-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
49,139,2019-01-07,2,0,0,0,0,0,0,0,0,0
50,138,2019-01-07,2,0,0,0,0,0,0,0,0,0
51,137,2019-01-07,2,0,0,0,0,0,0,0,0,0
52,136,2019-01-07,2,0,0,0,0,0,0,0,0,0
53,135,2019-01-07,2,0,0,0,0,0,0,0,0,0
54,134-2,2019-01-07,2,0,0,0,0,0,0,0,0,0
55,14,2019-01-07,2,0,0,0,0,0,0,0,0,0
56,134,2019-01-07,2,0,0,0,0,0,0,0,0,0
57,134-1,2019-01-07,2,0,0,0,0,0,0,0,0,0
58,128,2019-01-07,2,0,0,0,0,0,0,0,0,0
59,127,2019-01-07,2,0,0,0,0,0,0,0,0,0
60,126,2019-01-07,2,0,0,0,0,0,0,0,0,0
61,13,2019-01-07,2,0,0,0,0,0,0,0,0,0
62,129,2019-01-07,2,0,0,0,0,0,0,0,0,0
63,131,2019-01-07,2,0,0,0,0,0,0,0,0,0
64,132,2019-01-07,2,0,0,0,0,0,0,0,0,0
65,133,2019-01-07,2,0,0,0,0,0,0,0,0,0
66,130,2019-01-07,2,0,0,0,0,0,0,0,0,0
67,95-1,2019-01-08,2,1,2,2,2,2,2,2,2,2
68,170,2019-01-10,2,1,2,2,2,2,2,2,2,2
69,169,2019-01-11,2,1,2,2,2,2,2,2,2,2
70,163-1,2019-01-14,3,0,0,0,0,0,0,0,0,0
71,164,2019-01-14,3,0,0,0,0,0,0,0,0,0
72,165,2019-01-14,3,0,0,0,0,0,0,0,0,0
73,166,2019-01-14,3,0,0,0,0,0,0,0,0,0
74,17,2019-01-14,3,0,0,0,0,0,0,0,0,0
75,166-2,2019-01-14,3,0,0,0,0,0,0,0,0,0
76,167,2019-01-14,3,0,0,0,0,0,0,0,0,0
77,171,2019-01-14,3,0,1,1,1,1,1,1,1,1
78,172,2019-01-14,3,0,0,0,0,0,0,0,0,0
79,173,2019-01-14,3,0,0,0,0,0,0,0,0,0
80,174,2019-01-14,3,0,0,0,0,0,0,0,0,0
81,163,2019-01-14,3,0,0,0,0,0,0,0,0,0
82,175,2019-01-14,3,0,0,0,0,0,0,0,0,0
83,166-1,2019-01-14,3,0,0,0,0,0,0,0,0,0
84,162,2019-01-14,3,0,1,1,1,1,1,1,1,1
85,150,2019-01-14,3,0,0,0,0,0,0,0,0,0
86,16,2019-01-14,3,0,0,0,0,0,0,0,0,0
87,176,2019-01-14,3,0,0,0,0,0,0,0,0,0
88,142,2019-01-14,3,0,0,0,0,0,0,0,0,0
89,143,2019-01-14,3,0,0,0,0,0,0,0,0,0
90,144,2019-01-14,3,0,0,0,0,0,0,0,0,0
91,147,2019-01-14,3,0,0,0,0,0,0,0,0,0
92,148,2019-01-14,3,0,0,0,0,0,0,0,0,0
93,160,2019-01-14,3,0,2,2,2,2,2,2,2,2
94,15,2019-01-14,3,0,0,0,0,0,0,0,0,0
95,152,2019-01-14,3,0,1,1,1,1,1,1,1,1
96,153,2019-01-14,3,0,0,0,0,0,0,0,0,0
97,154,2019-01-14,3,0,0,0,0,0,0,0,0,0
98,155,2019-01-14,3,0,0,0,0,0,0,0,0,0
99,156-2,2019-01-14,3,0,0,0,0,0,0,0,0,0
100,159,2019-01-14,3,0,0,0,0,0,0,0,0,0
101,151,2019-01-14,3,0,0,0,0,0,0,0,0,0
102,177,2019-01-14,3,0,1,1,1,1,1,1,1,1
103,179,2019-01-14,3,0,0,0,0,0,0,0,0,0
104,156,2019-01-14,3,0,0,0,0,0,0,0,0,0
105,178,2019-01-14,3,0,1,1,1,1,1,1,1,1
106,201,2019-01-14,3,0,0,0,0,0,0,0,0,0
107,200,2019-01-14,3,0,0,0,0,0,0,0,0,0
108,20,2019-01-14,3,0,0,0,0,0,0,0,0,0
109,199,2019-01-14,3,0,0,0,0,0,0,0,0,0
110,198,2019-01-14,3,0,0,0,0,0,0,0,0,0
111,197,2019-01-14,3,0,0,0,0,0,0,0,0,0
112,196,2019-01-14,3,0,0,0,0,0,0,0,0,0
113,195,2019-01-14,3,0,0,0,0,0,0,0,0,0
114,194,2019-01-14,3,0,0,0,0,0,0,0,0,0
115,193,2019-01-14,3,0,0,0,0,0,0,0,0,0
116,192-1,2019-01-14,3,0,0,0,0,0,0,0,0,0
117,192,2019-01-14,3,0,0,0,0,0,0,0,0,0
118,191,2019-01-14,3,0,0,0,0,0,0,0,0,0
119,156-1,2019-01-14,3,0,0,0,0,0,0,0,0,0
120,19,2019-01-14,3,0,0,0,0,0,0,0,0,0
121,181,2019-01-14,3,0,0,0,0,0,0,0,0,0
122,182,2019-01-14,3,0,0,0,0,0,0,0,0,0
123,183,2019-01-14,3,0,0,0,0,0,0,0,0,0
124,184,2019-01-14,3,0,0,0,0,0,0,0,0,0
125,18,2019-01-14,3,0,0,0,0,0,0,0,0,0
126,185-1,2019-01-14,3,0,0,0,0,0,0,0,0,0
127,185,2019-01-14,3,0,0,0,0,0,0,0,0,0
128,186-1,2019-01-14,3,0,0,0,0,0,0,0,0,0
129,186-2,2019-01-14,3,0,0,0,0,0,0,0,0,0
130,187,2019-01-14,3,0,0,0,0,0,0,0,0,0
131,188,2019-01-14,3,0,0,0,0,0,0,0,0,0
132,189,2019-01-14,3,0,0,0,0,0,0,0,0,0
133,186,2019-01-14,3,0,0,0,0,0,0,0,0,0
134,190,2019-01-14,3,0,0,0,0,0,0,0,0,0
135,31,2019-01-15,3,1,1,1,1,1,1,1,1,1
136,29,2019-01-16,3,1,1,1,1,1,1,1,1,1
137,33,2019-01-17,3,1,1,1,1,1,1,1,1,1
138,168,2019-01-17,3,1,2,2,2,2,2,2,2,2
139,31-1,2019-01-21,4,0,1,1,1,1,1,1,1,1
140,32,2019-01-21,4,0,1,1,1,1,1,1,1,1
141,34,2019-01-21,4,0,3,3,3,3,3,3,3,3
142,35,2019-01-21,4,0,0,0,0,0,0,0,0,0
143,36,2019-01-21,4,0,1,1,1,1,1,1,1,1
144,37,2019-01-21,4,0,0,0,0,0,0,0,0,0
145,38,2019-01-21,4,0,0,0,0,0,0,0,0,0
146,39,2019-01-21,4,0,3,3,3,3,3,3,3,3
147,41,2019-01-21,4,0,3,3,3,3,3,3,3,3
148,43,2019-01-21,4,0,1,1,1,1,1,1,1,1
149,30,2019-01-21,4,0,1,1,1,1,1,1,1,1
150,53,2019-01-21,4,0,0,0,0,0,0,0,0,0
151,62,2019-01-21,4,0,0,0,0,0,0,0,0,0
152,55,2019-01-21,4,0,1,1,1,1,1,1,1,1
153,56,2019-01-21,4,0,1,1,1,1,1,1,1,1
154,58,2019-01-21,4,0,0,0,0,0,0,0,0,0
155,59,2019-01-21,4,0,0,0,0,0,0,0,0,0
156,60,2019-01-21,4,0,0,0,0,0,0,0,0,0
157,61,2019-01-21,4,0,1,1,1,1,1,1,1,1
158,61-1,2019-01-21,4,0,1,1,1,1,1,1,1,1
159,28,2019-01-21,4,0,2,2,2,2,2,2,2,2
160,64,2019-01-21,4,0,1,1,1,1,1,1,1,1
161,65,2019-01-21,4,0,2,2,2,2,2,2,2,2
162,66,2019-01-21,4,0,1,1,1,1,1,1,1,1
163,66-1,2019-01-21,4,0,1,1,1,1,1,1,1,1
164,67,2019-01-21,4,0,0,0,0,0,0,0,0,0
165,68,2019-01-21,4,0,0,0,0,0,0,0,0,0
166,54,2019-01-21,4,0,1,1,1,1,1,1,1,1
167,27,2019-01-21,4,0,0,0,0,0,0,0,0,0
168,219,2019-01-21,4,0,0,0,0,0,0,0,0,0
169,24,2019-01-21,4,0,1,1,1,1,1,1,1,1
170,202,2019-01-21,4,0,0,0,0,0,0,0,0,0
171,203,2019-01-21,4,0,0,0,0,0,0,0,0,0
172,204,2019-01-21,4,0,0,0,0,0,0,0,0,0
173,204-1,2019-01-21,4,0,0,0,0,0,0,0,0,0
174,205,2019-01-21,4,0,0,0,0,0,0,0,0,0
175,205-1,2019-01-21,4,0,0,0,0,0,0,0,0,0
176,206,2019-01-21,4,0,0,0,0,0,0,0,0,0
177,207,2019-01-21,4,0,0,0,0,0,0,0,0,0
178,208,2019-01-21,4,0,0,0,0,0,0,0,0,0
179,209,2019-01-21,4,0,0,0,0,0,0,0,0,0
180,209-1,2019-01-21,4,0,0,0,0,0,0,0,0,0
181,21,2019-01-21,4,0,0,0,0,0,0,0,0,0
182,210,2019-01-21,4,0,0,0,0,0,0,0,0,0
183,210-1,2019-01-21,4,0,0,0,0,0,0,0,0,0
184,210-2,2019-01-21,4,0,0,0,0,0,0,0,0,0
185,210-3,2019-01-21,4,0,0,0,0,0,0,0,0,0
186,210-4,2019-01-21,4,0,0,0,0,0,0,0,0,0
187,23,2019-01-21,4,0,0,0,0,0,0,0,0,0
188,221,2019-01-21,4,0,0,0,0,0,0,0,0,0
189,220,2019-01-21,4,0,0,0,0,0,0,0,0,0
190,22,2019-01-21,4,0,0,0,0,0,0,0,0,0
191,218,2019-01-21,4,0,0,0,0,0,0,0,0,0
192,217,2019-01-21,4,0,0,0,0,0,0,0,0,0
193,25,2019-01-21,4,0,0,0,0,0,0,0,0,0
194,216-1,2019-01-21,4,0,0,0,0,0,0,0,0,0
195,215,2019-01-21,4,0,0,0,0,0,0,0,0,0
196,214-1,2019-01-21,4,0,0,0,0,0,0,0,0,0
197,214,2019-01-21,4,0,0,0,0,0,0,0,0,0
198,212,2019-01-21,4,0,0,0,0,0,0,0,0,0
199,211,2019-01-21,4,0,0,0,0,0,0,0,0,0
200,210-5,2019-01-21,4,0,0,0,0,0,0,0,0,0
201,216,2019-01-21,4,0,0,0,0,0,0,0,0,0
202,213,2019-01-21,4,0,0,0,0,0,0,0,0,0
203,215-1,2019-01-21,4,0,0,0,0,0,0,0,0,0
204,145,2019-01-21,4,1,2,2,2,2,2,2,2,2
205,40,2019-01-21,4,1,2,2,2,2,2,2,2,2
206,51,2019-01-21,4,1,2,2,2,2,2,2,2,2
207,170,2019-01-21,4,1,1,4,4,4,4,4,4,4
208,85,2019-01-21,4,1,1,1,1,1,1,1,1,1
209,96,2019-01-21,4,1,1,2,2,2,2,2,2,2
210,88,2019-01-21,4,1,1,1,1,1,1,1,1,1
211,45,2019-01-21,4,1,2,2,2,2,2,2,2,2
212,114,2019-01-21,4,1,1,1,1,1,1,1,1,1
213,149,2019-01-21,4,1,1,1,1,1,1,1,1,1
214,50,2019-01-21,4,1,3,3,3,3,3,3,3,3
215,46,2019-01-21,4,1,4,4,4,4,4,4,4,4
216,52,2019-01-21,4,1,1,1,1,1,1,1,1,1
217,146,2019-01-21,4,1,2,2,2,2,2,2,2,2
218,49,2019-01-21,4,1,2,2,2,2,2,2,2,2
219,63,2019-01-21,4,1,1,1,1,1,1,1,1,1
220,77,2019-01-28,5,0,0,0,0,0,0,0,0,0
221,78,2019-01-28,5,0,0,0,0,0,0,0,0,0
222,79,2019-01-28,5,0,0,0,1,1,1,1,1,1
223,81,2019-01-28,5,0,1,1,1,1,1,1,1,1
224,90,2019-01-28,5,0,1,1,1,1,1,1,1,1
225,87,2019-01-28,5,0,1,1,1,1,1,1,1,1
226,86,2019-01-28,5,0,1,1,1,1,1,1,1,1
227,84,2019-01-28,5,0,1,1,1,1,1,1,1,1
228,83,2019-01-28,5,0,1,1,1,1,1,1,1,1
229,76,2019-01-28,5,0,0,0,0,0,0,0,0,0
230,82,2019-01-28,5,0,0,0,0,0,0,0,0,0
231,75,2019-01-28,5,0,0,0,0,0,0,0,0,0
232,98-2,2019-01-28,5,0,0,0,0,0,0,0,0,0
233,73,2019-01-28,5,0,0,0,0,0,0,0,0,0
234,72,2019-01-28,5,0,0,0,0,0,0,0,0,0
235,71,2019-01-28,5,0,0,0,2,2,2,2,2,2
236,70,2019-01-28,5,0,0,0,0,0,0,0,0,0
237,69,2019-01-28,5,0,0,0,0,0,0,0,0,0
238,91,2019-01-28,5,0,1,1,1,1,1,1,1,1
239,120,2019-01-28,5,1,1,1,1,1,1,1,1,1
240,42,2019-01-28,5,1,2,2,2,2,2,2,2,2
241,57,2019-01-28,5,1,1,1,1,1,1,1,1,1
242,47,2019-01-28,5,1,4,4,4,4,4,4,4,4
243,52,2019-01-28,5,1,3,3,3,3,3,3,3,3
244,74,2019-01-28,5,0,0,0,0,0,0,0,0,0
245,92,2019-01-28,5,0,0,0,0,0,0,0,0,0
246,89,2019-01-28,5,0,1,1,1,1,1,1,1,1
247,93-1,2019-01-28,5,0,0,0,0,0,0,0,0,0
248,94,2019-01-28,5,0,0,0,1,1,1,1,1,1
249,95,2019-01-28,5,0,1,1,2,2,2,2,2,2
250,97,2019-01-28,5,0,1,1,2,2,2,2,2,2
251,98,2019-01-28,5,0,0,0,0,0,0,0,0,0
252,98-1,2019-01-28,5,0,0,0,0,0,0,0,0,0
253,99,2019-01-28,5,0,1,1,2,2,2,2,2,2
254,93,2019-01-28,5,0,0,0,1,1,1,1,1,1
255,117,2019-01-29,5,1,2,3,3,3,3,3,3,3
256,44,2019-01-29,5,1,2,4,4,4,4,4,4,4
257,48,2019-01-29,5,1,2,4,4,4,4,4,4,4
258,157,2019-01-29,5,1,3,4,4,4,4,4,4,4
259,158,2019-01-29,5,1,2,3,3,3,3,3,3,3
260,26,2019-01-29,5,1,1,2,2,2,2,2,2,2
261,180,2019-01-29,5,1,1,1,1,1,1,1,1,1
262,178,2019-02-01,5,1,2,3,3,4,4,4,4,4
263,146,2019-02-04,6,0,0,2,2,2,2,2,2,2
264,51,2019-02-04,6,0,1,3,3,3,3,3,3,3
265,52,2019-02-04,6,0,3,4,4,4,4,4,4,4
266,80,2019-02-04,6,0,0,0,0,2,2,2,2,2
267,180,2019-02-04,6,0,2,2,2,2,2,2,2,2
268,168,2019-02-04,6,0,0,0,1,2,2,2,2,2
269,50,2019-02-04,6,0,0,3,3,3,3,3,3,3
270,63,2019-02-04,6,0,0,1,1,1,1,1,1,1
271,169,2019-02-04,6,0,0,1,2,4,4,4,4,4
272,158,2019-02-04,6,0,2,3,3,3,3,3,3,3
273,157,2019-02-04,6,0,3,3,4,4,4,4,4,4
274,96,2019-02-04,6,0,0,1,1,2,2,2,2,2
275,170,2019-02-04,6,0,1,2,2,5,5,5,5,5
276,26,2019-02-04,6,0,1,1,2,2,2,2,2,2
277,31,2019-02-04,6,0,2,2,3,3,3,3,3,3
278,40,2019-02-04,6,0,0,2,2,2,2,2,2,2
279,85,2019-02-04,6,0,0,1,1,1,1,1,1,1
280,145,2019-02-04,6,0,0,2,2,2,2,2,2,2
281,161,2019-02-04,6,0,0,1,1,3,3,3,3,3
282,57,2019-02-04,6,0,1,1,1,1,1,1,1,1
283,48,2019-02-04,6,0,2,4,4,4,4,4,4,4
284,44,2019-02-04,6,0,2,4,4,4,4,4,4,4
285,88,2019-02-04,6,0,0,1,1,1,1,1,1,1
286,95-1,2019-02-04,6,0,0,1,1,3,3,3,3,3
287,149,2019-02-04,6,0,1,2,2,2,2,2,2,2
288,47,2019-02-04,6,0,4,6,6,6,6,6,6,6
289,45,2019-02-04,6,0,2,4,4,4,4,4,4,4
290,33,2019-02-04,6,0,0,0,1,1,1,1,1,1
291,117,2019-02-04,6,0,2,3,3,3,3,3,3,3
292,46,2019-02-04,6,0,0,4,4,4,4,4,4,4
293,114,2019-02-04,6,0,1,2,2,2,2,2,2,2
294,120,2019-02-04,6,0,1,1,1,1,1,1,1,1
295,29,2019-02-04,6,0,0,0,1,1,1,1,1,1
296,42,2019-02-04,6,0,1,2,2,2,2,2,2,2
297,49,2019-02-04,6,0,1,3,3,3,3,3,3,3
298,07,2019-02-04,6,1,1,1,1,1,1,1,1,1
299,181,2019-02-04,6,1,1,1,1,1,1,1,1,1
300,167,2019-02-05,6,1,2,2,3,3,3,3,3,3
301,61,2019-02-05,6,1,1,1,2,2,2,2,2,2
302,153,2019-02-05,6,1,2,2,3,3,3,3,3,3
303,154,2019-02-05,6,1,2,2,3,3,3,3,3,3
304,88,2019-02-05,6,1,1,1,2,2,2,2,2,2
305,109,2019-02-07,6,0,0,0,1,1,1,1,1,1
306,110-1,2019-02-07,6,0,0,0,0,0,0,0,0,0
307,112,2019-02-07,6,0,0,0,0,0,0,0,0,0
308,113,2019-02-07,6,0,0,0,1,1,1,1,1,1
309,115,2019-02-07,6,0,0,0,0,0,0,0,0,0
310,117-1,2019-02-07,6,0,0,2,3,3,3,3,3,3
311,117,2019-02-07,6,0,0,2,3,3,3,3,3,3
312,108,2019-02-07,6,0,0,0,0,0,0,0,0,0
313,118,2019-02-07,6,0,0,0,0,0,0,0,0,0
314,119,2019-02-07,6,0,0,1,1,1,1,1,1,1
315,12,2019-02-07,6,0,1,1,1,1,1,1,1,1
316,120,2019-02-07,6,0,0,1,1,1,1,1,1,1
317,116,2019-02-07,6,0,0,1,1,1,1,1,1,1
318,107,2019-02-07,6,0,0,0,0,0,0,0,0,0
319,104,2019-02-07,6,0,0,0,0,0,0,0,0,0
320,105,2019-02-07,6,0,0,0,0,0,0,0,0,0
321,121,2019-02-07,6,0,0,1,1,1,1,1,1,1
322,101,2019-02-07,6,0,0,0,1,1,1,1,1,1
323,100,2019-02-07,6,0,0,0,0,0,0,0,0,0
324,10,2019-02-07,6,0,0,0,0,0,0,0,0,0
325,09,2019-02-07,6,0,0,0,0,0,0,0,0,0
326,08,2019-02-07,6,0,1,1,1,1,1,1,1,1
327,06,2019-02-07,6,0,1,1,1,1,1,1,1,1
328,05,2019-02-07,6,0,0,0,0,0,0,0,0,0
329,04,2019-02-07,6,0,1,1,1,1,1,1,1,1
330,03-1,2019-02-07,6,0,0,0,0,0,0,0,0,0
331,03,2019-02-07,6,0,0,0,0,0,0,0,0,0
332,02-1,2019-02-07,6,0,0,0,0,0,0,0,0,0
333,106,2019-02-07,6,0,0,0,0,0,0,0,0,0
334,122-1,2019-02-07,6,0,0,0,1,1,1,1,1,1
335,124-1,2019-02-07,6,0,0,0,0,0,0,0,0,0
336,124,2019-02-07,6,0,0,0,0,0,0,0,0,0
337,146,2019-02-07,6,0,1,1,3,3,3,3,3,3
338,145,2019-02-07,6,0,1,1,3,3,3,3,3,3
339,144,2019-02-07,6,0,0,0,1,1,1,1,1,1
340,143,2019-02-07,6,0,0,0,0,0,0,0,0,0
341,142,2019-02-07,6,0,0,1,1,1,1,1,1,1
342,141,2019-02-07,6,0,0,0,1,1,1,1,1,1
343,140,2019-02-07,6,0,0,0,1,1,1,1,1,1
344,14,2019-02-07,6,0,1,1,1,1,1,1,1,1
345,139-2,2019-02-07,6,0,0,0,0,0,0,0,0,0
346,139-1,2019-02-07,6,0,0,0,0,0,0,0,0,0
347,139,2019-02-07,6,0,0,0,0,0,0,0,0,0
348,138,2019-02-07,6,0,0,0,0,0,0,0,0,0
349,137,2019-02-07,6,0,0,0,0,0,0,0,0,0
350,136,2019-02-07,6,0,0,0,0,0,0,0,0,0
351,123,2019-02-07,6,0,0,0,2,2,2,2,2,2
352,135,2019-02-07,6,0,0,0,0,0,0,0,0,0
353,134-1,2019-02-07,6,0,0,0,0,0,0,0,0,0
354,134,2019-02-07,6,0,0,0,0,0,0,0,0,0
355,133,2019-02-07,6,0,0,0,0,0,0,0,0,0
356,132,2019-02-07,6,0,0,0,0,0,0,0,0,0
357,131,2019-02-07,6,0,0,0,0,0,0,0,0,0
358,130,2019-02-07,6,0,0,0,0,0,0,0,0,0
359,13,2019-02-07,6,0,0,0,0,0,0,0,0,0
360,129,2019-02-07,6,0,0,0,0,0,0,0,0,0
361,128,2019-02-07,6,0,0,0,0,0,0,0,0,0
362,127,2019-02-07,6,0,0,0,0,0,0,0,0,0
363,126,2019-02-07,6,0,0,0,0,0,0,0,0,0
364,125,2019-02-07,6,0,0,0,0,0,0,0,0,0
365,124-2,2019-02-07,6,0,0,0,0,0,0,0,0,0
366,02,2019-02-07,6,0,0,0,0,0,0,0,0,0
367,134-2,2019-02-07,6,0,0,0,0,0,0,0,0,0
368,01,2019-02-07,6,0,0,0,0,0,0,0,0,0
369,09-1,2019-02-07,6,0,0,0,0,0,0,0,0,0
370,85,2019-02-08,6,1,1,1,2,2,2,2,2,2
371,152,2019-02-08,6,1,2,2,2,2,3,3,3,3
372,11,2019-02-12,7,1,1,1,1,1,1,1,1,1
373,102,2019-02-12,7,1,1,1,1,1,1,1,1,1
374,187,2019-02-14,7,0,0,0,0,0,0,0,0,0
375,159,2019-02-14,7,0,0,0,1,2,2,2,2,2
376,158,2019-02-14,7,0,0,1,3,4,4,4,4,4
377,157,2019-02-14,7,0,0,0,3,3,4,4,4,4
378,156-2,2019-02-14,7,0,0,0,0,0,0,0,0,0
379,156-1,2019-02-14,7,0,0,0,0,1,1,1,1,1
380,156,2019-02-14,7,0,0,1,1,1,1,1,1,1
381,155,2019-02-14,7,0,0,1,1,1,1,1,1,1
382,151,2019-02-14,7,0,1,1,1,1,1,1,1,1
383,150,2019-02-14,7,0,0,0,0,1,1,1,1,1
384,148,2019-02-14,7,0,0,0,2,3,3,3,3,3
385,149,2019-02-14,7,0,0,0,1,2,2,2,2,2
386,16,2019-02-14,7,0,0,0,0,0,0,0,0,0
387,147,2019-02-14,7,0,0,0,0,0,0,0,0,0
388,186-1,2019-02-14,7,0,0,0,0,0,0,0,0,0
389,186-2,2019-02-14,7,0,0,0,0,0,0,0,0,0
390,188,2019-02-14,7,0,0,0,0,0,0,0,0,0
391,189,2019-02-14,7,0,0,0,0,0,0,0,0,0
392,19,2019-02-14,7,0,0,0,0,0,0,0,0,0
393,190,2019-02-14,7,0,0,0,0,0,0,0,0,0
394,15,2019-02-14,7,0,0,0,0,0,0,0,0,0
395,160,2019-02-14,7,0,0,0,0,0,1,2,2,2
396,161,2019-02-14,7,0,1,1,1,2,3,4,4,4
397,162,2019-02-14,7,0,0,1,1,1,1,2,2,2
398,184,2019-02-14,7,0,0,1,1,1,1,1,1,1
399,183,2019-02-14,7,0,0,1,1,1,1,1,1,1
400,182,2019-02-14,7,0,0,1,1,1,1,1,1,1
401,180,2019-02-14,7,0,0,1,2,2,2,2,2,2
402,18,2019-02-14,7,0,1,1,1,1,1,1,1,1
403,179,2019-02-14,7,0,0,1,2,2,2,2,2,2
404,177,2019-02-14,7,0,0,1,1,1,2,2,2,2
405,176,2019-02-14,7,0,0,0,0,1,1,1,1,1
406,175,2019-02-14,7,0,0,2,2,2,2,2,2,2
407,174,2019-02-14,7,0,0,1,1,1,1,1,1,1
408,173,2019-02-14,7,0,0,0,0,0,0,0,0,0
409,191,2019-02-14,7,0,0,0,0,0,0,0,0,0
410,172,2019-02-14,7,0,0,0,0,0,0,0,0,0
411,170,2019-02-14,7,0,0,1,1,2,4,5,5,5
412,17,2019-02-14,7,0,0,0,0,0,0,0,0,0
413,169,2019-02-14,7,0,0,0,0,2,4,4,4,4
414,168,2019-02-14,7,0,0,1,1,2,3,3,3,3
415,166-2,2019-02-14,7,0,0,0,0,0,0,0,0,0
416,166-1,2019-02-14,7,0,0,0,0,0,0,0,0,0
417,166,2019-02-14,7,0,0,1,3,3,3,3,3,3
418,165,2019-02-14,7,0,0,0,0,0,0,0,0,0
419,164,2019-02-14,7,0,0,0,0,0,0,0,0,0
420,163-1,2019-02-14,7,0,0,1,1,1,1,1,1,1
421,163,2019-02-14,7,0,0,0,0,0,0,0,0,0
422,171,2019-02-14,7,0,0,0,1,2,3,3,3,3
423,192,2019-02-14,7,0,0,0,0,0,0,0,0,0
424,185-1,2019-02-14,7,0,0,1,1,1,1,1,1,1
425,193,2019-02-14,7,0,0,0,0,0,0,0,0,0
426,186,2019-02-14,7,0,0,0,0,0,0,0,0,0
427,192-1,2019-02-14,7,0,0,0,0,0,0,0,0,0
428,185,2019-02-14,7,0,0,1,1,1,1,1,1,1
429,202,2019-02-14,7,0,0,0,0,0,0,0,0,0
430,200,2019-02-14,7,0,0,0,0,0,0,0,0,0
431,20,2019-02-14,7,0,0,0,1,1,1,1,1,1
432,199,2019-02-14,7,0,0,0,0,0,0,0,0,0
433,201,2019-02-14,7,0,0,0,0,0,0,0,0,0
434,195,2019-02-14,7,0,0,0,0,0,0,0,0,0
435,196,2019-02-14,7,0,0,0,0,0,0,0,0,0
436,197,2019-02-14,7,0,0,0,0,0,0,0,0,0
437,194,2019-02-14,7,0,0,0,0,0,0,0,0,0
438,198,2019-02-14,7,0,0,0,0,0,0,0,0,0
439,27,2019-02-18,8,1,1,1,1,1,1,1,1,1
440,56,2019-02-18,8,1,1,1,1,2,2,2,2,2
441,61,2019-02-18,8,1,1,2,2,3,3,3,3,3
442,94,2019-02-18,8,1,1,1,1,1,1,2,2,2
443,122,2019-02-18,8,1,1,1,1,1,1,1,1,1
444,110,2019-02-19,8,1,3,3,3,3,4,4,4,4
