,MZ,date,week,status,1_week_ago,2_week_ago,3_week_ago,4_week_ago,5_week_ago,6_week_ago,7_week_ago,8_week_ago
12055,70,2022-09-19,39,1,4,4,4,4,4,4,4,4
12056,157,2022-09-19,39,1,7,9,12,14,14,14,14,14
12057,202,2022-09-19,39,1,4,4,4,4,4,4,4,4
12058,185-1,2022-09-19,39,1,3,3,3,7,7,7,7,7
12059,185-1,2022-09-19,39,1,3,3,3,7,7,7,7,7
12060,157,2022-09-19,39,1,7,9,12,14,14,14,14,14
12061,157,2022-09-19,39,1,7,9,12,14,14,14,14,14
12062,157,2022-09-19,39,1,7,9,12,14,14,14,14,14
12063,209-1,2022-09-20,39,1,1,2,2,2,2,2,2,2
12064,206,2022-09-20,39,1,2,3,6,6,6,6,6,6
12065,206,2022-09-20,39,1,2,3,6,6,6,6,6,6
12066,157,2022-09-20,39,1,9,9,13,16,16,16,16,16
12067,157,2022-09-20,39,1,9,9,13,16,16,16,16,16
12068,79,2022-09-20,39,1,3,3,4,4,4,4,4,4
12069,144,2022-09-21,39,1,4,4,4,14,14,14,14,14
12070,150,2022-09-21,39,1,3,4,5,8,8,8,8,8
12071,200,2022-09-21,39,1,3,3,5,6,7,7,7,7
12072,151,2022-09-21,39,1,5,6,7,17,17,17,17,17
12073,03-1,2022-09-21,39,1,2,2,3,7,8,8,8,8
12074,214-1,2022-09-21,39,1,1,1,2,2,2,2,2,2
12075,144,2022-09-21,39,1,4,4,4,14,14,14,14,14
12076,05,2022-09-21,39,1,1,1,1,5,5,5,5,5
12077,03-1,2022-09-21,39,1,2,2,3,7,8,8,8,8
12078,204,2022-09-22,39,1,3,3,10,10,10,10,10,10
12079,179,2022-09-22,39,1,3,7,7,7,7,7,7,7
12080,166,2022-09-22,39,1,10,12,16,17,19,21,21,21
12081,179,2022-09-22,39,1,3,7,7,7,7,7,7,7
12082,195,2022-09-23,39,1,3,3,5,5,5,5,5,5
12083,11,2022-09-23,39,1,2,2,2,4,4,4,4,4
12084,11,2022-09-23,39,1,2,2,2,4,4,4,4,4
12085,83,2022-09-24,39,0,0,0,0,3,4,4,4,4
12086,85,2022-09-24,39,0,0,0,0,0,1,1,1,1
12087,87,2022-09-24,39,0,0,0,0,1,1,1,1,1
12088,81,2022-09-24,39,0,0,0,0,1,3,3,3,3
12089,80,2022-09-24,39,0,1,3,3,3,3,3,3,3
12090,77,2022-09-24,39,0,0,0,0,1,2,2,2,2
12091,75,2022-09-24,39,0,0,0,0,1,2,2,2,2
12092,82,2022-09-24,39,0,0,0,0,1,2,2,2,2
12093,99,2022-09-24,39,0,0,0,1,1,1,1,1,1
12094,89,2022-09-24,39,0,0,0,2,4,4,4,4,4
12095,90,2022-09-24,39,0,0,0,2,2,3,3,3,3
12096,91,2022-09-24,39,0,0,0,2,3,3,3,3,3
12097,93,2022-09-24,39,0,1,1,2,2,2,2,2,2
12098,93-1,2022-09-24,39,0,0,0,2,3,3,3,3,3
12099,94,2022-09-24,39,0,0,2,3,3,3,3,3,3
12100,95-1,2022-09-24,39,0,0,2,3,3,3,3,3,3
12101,96,2022-09-24,39,0,0,0,1,1,1,1,1,1
12102,97,2022-09-24,39,0,0,0,1,1,1,1,1,1
12103,98,2022-09-24,39,0,0,0,1,1,1,1,1,1
12104,98-1,2022-09-24,39,0,0,0,0,0,0,0,0,0
12105,74,2022-09-24,39,0,0,0,0,1,2,2,2,2
12106,73,2022-09-24,39,0,2,4,6,6,6,6,6,6
12107,62,2022-09-24,39,0,0,0,1,1,1,1,1,1
12108,69,2022-09-24,39,0,2,2,2,3,4,4,4,4
12109,72,2022-09-24,39,0,2,2,3,4,4,4,4,4
12110,57,2022-09-24,39,0,0,0,0,0,3,3,3,3
12111,58,2022-09-24,39,0,0,0,0,1,3,3,3,3
12112,59,2022-09-24,39,0,0,0,0,1,2,2,2,2
12113,61-1,2022-09-24,39,0,0,0,1,2,4,4,4,4
12114,98-2,2022-09-24,39,0,0,0,0,0,0,0,0,0
12115,64,2022-09-24,39,0,1,1,1,1,1,1,1,1
12116,63,2022-09-24,39,0,0,0,0,0,1,1,1,1
12117,66,2022-09-24,39,0,1,1,1,1,1,1,1,1
12118,66-1,2022-09-24,39,0,0,0,0,1,3,3,3,3
12119,68,2022-09-24,39,0,0,0,0,0,0,0,0,0
12120,185,2022-09-25,39,1,6,6,6,7,11,12,12,12
12121,185,2022-09-25,39,1,6,6,6,7,11,12,12,12
12122,65,2022-09-25,39,1,1,1,1,3,4,4,4,4
12123,149,2022-09-25,39,1,3,3,4,7,8,8,8,8
12124,185,2022-09-25,39,1,6,6,6,7,11,12,12,12
12125,61,2022-09-26,40,1,2,2,2,2,3,3,3,3
12126,114,2022-09-26,40,1,1,3,3,3,3,3,3,3
12127,180,2022-09-26,40,1,3,3,7,7,7,7,7,7
12128,86,2022-09-26,40,1,1,1,1,1,1,1,1,1
12129,185,2022-09-26,40,1,7,7,7,8,12,13,13,13
12130,183,2022-09-26,40,1,2,3,8,8,8,8,8,8
12131,194,2022-09-26,40,1,2,3,9,9,9,9,9,9
12132,161,2022-09-27,40,1,1,4,4,7,9,9,9,9
12133,67,2022-09-28,40,1,1,3,3,3,3,3,3,3
12134,26,2022-09-28,40,1,3,3,3,5,8,8,8,8
12135,26,2022-09-28,40,1,3,3,3,5,8,8,8,8
12136,159,2022-09-29,40,1,1,3,3,5,6,7,7,7
12137,38,2022-09-29,40,1,1,1,5,6,6,6,6,6
12138,26,2022-09-29,40,1,4,4,4,6,7,9,9,9
12139,143,2022-09-29,40,1,2,5,8,10,20,20,20,20
12140,143,2022-09-29,40,1,2,5,8,10,20,20,20,20
12141,122-1,2022-09-29,40,1,5,7,8,10,22,22,22,22
12142,92,2022-09-29,40,1,2,2,2,4,4,5,5,5
12143,123,2022-09-29,40,1,5,6,6,7,18,18,19,19
12144,123,2022-09-29,40,1,5,6,6,7,18,18,19,19
12145,123,2022-09-29,40,1,5,6,6,7,18,18,19,19
12146,123,2022-09-29,40,1,5,6,6,7,18,18,19,19
12147,159,2022-09-30,40,1,5,7,7,7,10,11,11,11
12148,203,2022-09-30,40,1,1,4,4,4,4,4,4,4
12149,158,2022-09-30,40,1,6,15,15,16,18,18,19,19
12150,159,2022-09-30,40,1,5,7,7,7,10,11,11,11
12151,159,2022-09-30,40,1,5,7,7,7,10,11,11,11
12152,205,2022-10-03,41,1,1,2,2,7,8,8,8,8
12153,161,2022-10-03,41,1,2,2,5,6,9,10,10,10
12154,143,2022-10-04,41,1,3,6,7,9,11,21,21,21
12155,38,2022-10-04,41,1,2,2,3,6,7,7,7,7
12156,159,2022-10-04,41,1,6,7,8,8,10,12,12,12
12157,79,2022-10-04,41,1,1,2,4,4,5,5,5,5
12158,34,2022-10-05,41,1,1,1,2,7,7,7,8,9
12159,18,2022-10-05,41,1,1,3,3,6,6,7,7,7
12160,193,2022-10-05,41,1,2,3,3,8,10,10,10,10
12161,193,2022-10-05,41,1,2,3,3,8,10,10,10,10
12162,163,2022-10-05,41,1,2,2,2,2,3,4,4,4
12163,171,2022-10-05,41,1,2,3,5,5,7,10,10,10
12164,186,2022-10-07,41,1,1,1,1,1,1,1,1,1
12165,199,2022-10-07,41,1,1,1,2,2,5,5,5,6
12166,61,2022-10-07,41,1,1,3,3,3,3,3,4,4
12167,61,2022-10-08,41,1,2,4,4,4,4,4,5,5
12168,196,2022-10-08,41,1,3,3,3,3,9,9,9,9
12169,211,2022-10-08,41,1,1,1,3,6,7,7,11,12
12170,45,2022-10-08,41,1,1,1,1,3,5,8,8,8
12171,04,2022-10-08,41,1,1,1,4,4,6,7,11,12
12172,13,2022-10-09,41,1,1,1,3,3,3,4,4,4
12173,02,2022-10-10,42,0,1,1,1,1,3,5,9,9
12174,02-1,2022-10-10,42,0,1,1,1,1,3,5,9,9
12175,03,2022-10-10,42,0,0,0,4,4,4,5,5,6
12176,104,2022-10-10,42,0,0,0,0,0,0,0,1,1
12177,09,2022-10-10,42,0,0,0,0,0,0,1,1,1
12178,09-1,2022-10-10,42,0,0,0,0,0,2,3,4,4
12179,100,2022-10-10,42,0,0,0,0,0,0,1,2,2
12180,101,2022-10-10,42,0,0,0,0,0,1,1,2,2
12181,102,2022-10-10,42,0,0,0,0,0,1,1,1,2
12182,103,2022-10-10,42,0,0,0,0,0,0,0,0,0
12183,01,2022-10-10,42,0,0,0,1,1,1,3,3,3
12184,05,2022-10-10,42,0,1,1,2,2,2,3,6,6
12185,125,2022-10-10,42,0,0,0,0,0,0,1,1,1
12186,109,2022-10-10,42,0,0,1,1,1,1,1,1,1
12187,134-1,2022-10-10,42,0,0,0,0,0,0,0,0,0
12188,134-2,2022-10-10,42,0,0,0,0,0,0,0,0,0
12189,135,2022-10-10,42,0,0,0,0,0,0,1,1,2
12190,137,2022-10-10,42,0,0,0,0,0,0,0,0,1
12191,138,2022-10-10,42,0,0,0,0,0,0,0,0,2
12192,139-1,2022-10-10,42,0,0,0,0,0,0,0,0,0
12193,139-2,2022-10-10,42,0,0,0,0,0,0,0,0,0
12194,14,2022-10-10,42,0,1,1,1,1,1,1,1,1
12195,141,2022-10-10,42,0,0,0,1,1,4,5,5,5
12196,145,2022-10-10,42,0,0,4,6,6,6,7,13,13
12197,134,2022-10-10,42,0,0,0,0,0,0,1,1,1
12198,146,2022-10-10,42,0,0,4,4,4,5,6,12,12
12199,149,2022-10-10,42,0,0,1,3,4,5,8,9,9
12200,15,2022-10-10,42,0,0,0,0,0,0,0,0,0
12201,150,2022-10-10,42,0,1,5,8,9,10,13,14,14
12202,151,2022-10-10,42,0,1,3,5,8,9,13,20,20
12203,156-1,2022-10-10,42,0,0,0,0,0,1,2,2,2
12204,156-2,2022-10-10,42,0,0,0,0,1,1,1,1,1
12205,16,2022-10-10,42,0,0,0,0,3,3,3,3,3
12206,160,2022-10-10,42,0,2,7,8,8,10,12,12,12
12207,162,2022-10-10,42,0,3,4,4,4,4,6,6,6
12208,163-1,2022-10-10,42,0,0,0,0,0,0,0,1,1
12209,148,2022-10-10,42,0,0,0,9,10,13,15,15,15
12210,107,2022-10-10,42,0,0,0,0,0,1,1,1,1
12211,133,2022-10-10,42,0,0,0,0,0,0,0,0,1
12212,131,2022-10-10,42,0,0,0,0,0,0,2,2,2
12213,110,2022-10-10,42,0,0,1,1,1,3,4,5,7
12214,110-1,2022-10-10,42,0,0,0,2,2,2,3,3,4
12215,111,2022-10-10,42,0,0,0,0,0,2,3,9,10
12216,112,2022-10-10,42,0,0,0,0,0,1,1,1,1
12217,113,2022-10-10,42,0,0,1,1,1,2,2,2,2
12218,114,2022-10-10,42,0,0,1,1,3,3,3,3,3
12219,115,2022-10-10,42,0,0,0,0,0,1,1,2,2
12220,117,2022-10-10,42,0,0,1,1,3,3,3,3,3
12221,117-1,2022-10-10,42,0,0,1,1,3,3,3,3,3
12222,118,2022-10-10,42,0,0,0,0,0,2,4,5,5
12223,132,2022-10-10,42,0,0,0,0,0,0,1,1,2
12224,119,2022-10-10,42,0,0,0,0,0,1,1,1,1
12225,120,2022-10-10,42,0,0,0,0,2,4,5,6,6
12226,121,2022-10-10,42,0,1,4,4,7,9,11,23,24
12227,122-1,2022-10-10,42,0,0,5,7,7,9,10,22,22
12228,124,2022-10-10,42,0,0,0,0,1,1,3,3,3
12229,124-1,2022-10-10,42,0,0,4,4,5,6,7,10,11
12230,124-2,2022-10-10,42,0,0,4,4,5,5,5,8,8
12231,126,2022-10-10,42,0,0,0,0,0,0,3,3,3
12232,127,2022-10-10,42,0,0,0,0,0,0,3,3,3
12233,128,2022-10-10,42,0,0,0,0,0,0,2,2,2
12234,130,2022-10-10,42,0,0,0,0,0,0,0,0,1
12235,12,2022-10-10,42,0,1,1,3,3,3,5,5,5
12236,106,2022-10-10,42,0,0,0,0,0,1,1,1,2
12237,123,2022-10-10,42,0,0,5,5,6,7,8,18,19
12238,152,2022-10-11,42,1,1,3,6,7,8,9,11,11
12239,211,2022-10-11,42,1,2,2,3,7,7,8,12,13
12240,07,2022-10-11,42,1,3,3,3,3,3,3,3,3
12241,08,2022-10-11,42,1,3,3,4,4,4,4,4,4
12242,08,2022-10-11,42,1,3,3,4,4,4,4,4,4
12243,185-1,2022-10-12,42,1,2,2,6,9,9,9,13,13
12244,199,2022-10-13,42,1,3,3,3,4,4,7,7,8
12245,211,2022-10-13,42,1,3,3,3,8,8,9,13,14
12246,08,2022-10-13,42,1,4,4,4,5,5,5,5,5
12247,198,2022-10-13,42,1,4,4,4,4,4,10,10,10
12248,147,2022-10-13,42,1,2,9,9,9,10,11,22,22
12249,147,2022-10-13,42,1,2,9,9,9,10,11,22,22
12250,184,2022-10-13,42,1,3,5,10,11,11,21,22,22
12251,140,2022-10-14,42,1,1,1,1,1,1,4,7,7
12252,129,2022-10-16,42,1,1,1,1,1,1,1,2,2
12253,194,2022-10-16,42,1,2,4,6,6,7,13,13,13
12254,204,2022-10-16,42,1,2,3,3,7,7,10,14,14
12255,204-1,2022-10-16,42,1,3,3,3,5,5,6,8,8
12256,221,2022-10-17,43,0,0,0,0,0,0,0,0,4
12257,24,2022-10-17,43,0,0,1,1,1,6,8,8,8
12258,23,2022-10-17,43,0,0,0,0,0,6,8,8,8
12259,220,2022-10-17,43,0,0,0,0,0,0,0,0,0
12260,189,2022-10-17,43,0,0,0,0,0,0,0,0,0
12261,218,2022-10-17,43,0,0,0,1,2,6,6,6,10
12262,217,2022-10-17,43,0,2,3,3,3,7,7,7,11
12263,216-1,2022-10-17,43,0,0,0,0,0,0,0,0,0
12264,25,2022-10-17,43,0,0,0,3,3,6,6,7,9
12265,219,2022-10-17,43,0,0,0,1,2,4,4,4,4
12266,29,2022-10-17,43,0,0,1,1,1,8,9,9,9
12267,40,2022-10-17,43,0,0,1,1,1,5,6,11,12
12268,31,2022-10-17,43,0,1,1,4,12,13,14,15,17
12269,31-1,2022-10-17,43,0,0,0,3,3,3,3,4,6
12270,33,2022-10-17,43,0,0,1,1,1,7,8,9,9
12271,35,2022-10-17,43,0,0,1,1,1,3,4,4,4
12272,36,2022-10-17,43,0,1,1,1,9,10,11,12,12
12273,37,2022-10-17,43,0,0,1,2,2,3,3,3,3
12274,39,2022-10-17,43,0,0,2,3,3,7,7,8,9
12275,216,2022-10-17,43,0,0,0,0,0,0,0,0,0
12276,178,2022-10-17,43,0,0,0,1,3,6,11,13,14
12277,30,2022-10-17,43,0,0,1,1,1,8,9,9,9
12278,215,2022-10-17,43,0,0,0,0,0,0,0,0,0
12279,214-1,2022-10-17,43,0,0,0,0,1,1,1,2,2
12280,214,2022-10-17,43,0,0,0,0,0,0,0,0,0
12281,19,2022-10-17,43,0,0,2,2,2,2,2,2,2
12282,188,2022-10-17,43,0,0,0,0,0,0,0,0,0
12283,187,2022-10-17,43,0,0,1,1,1,1,1,1,1
12284,186-2,2022-10-17,43,0,0,0,0,0,0,0,0,0
12285,186-1,2022-10-17,43,0,0,0,2,7,10,10,11,12
12286,185,2022-10-17,43,0,2,3,4,10,10,10,11,15
12287,183,2022-10-17,43,0,2,2,4,4,5,10,10,10
12288,181,2022-10-17,43,0,3,3,6,11,13,21,21,26
12289,164,2022-10-17,43,0,0,0,0,0,0,0,0,0
12290,165,2022-10-17,43,0,0,0,0,0,0,0,0,0
12291,166,2022-10-17,43,0,2,2,5,14,16,19,22,24
12292,166-1,2022-10-17,43,0,1,1,1,1,1,1,1,1
12293,17,2022-10-17,43,0,0,1,1,1,1,3,4,4
12294,172,2022-10-17,43,0,0,1,1,1,1,1,3,3
12295,174,2022-10-17,43,0,0,0,0,1,2,6,7,8
12296,175,2022-10-17,43,0,1,1,1,1,2,5,6,7
12297,176,2022-10-17,43,0,2,2,2,4,5,7,7,11
12298,190,2022-10-17,43,0,0,1,1,1,1,1,1,1
12299,191,2022-10-17,43,0,0,0,0,0,0,0,0,0
12300,192,2022-10-17,43,0,0,0,0,0,0,0,0,0
12301,192-1,2022-10-17,43,0,0,0,0,0,0,0,0,0
12302,213,2022-10-17,43,0,0,0,0,2,2,5,7,7
12303,210-5,2022-10-17,43,0,0,0,0,0,0,1,1,1
12304,210-4,2022-10-17,43,0,2,3,3,3,6,7,7,7
12305,210-3,2022-10-17,43,0,0,0,0,0,0,1,1,1
12306,210-2,2022-10-17,43,0,2,3,3,4,7,8,9,9
12307,210-1,2022-10-17,43,0,0,0,0,0,0,2,2,2
12308,210,2022-10-17,43,0,0,1,1,1,1,5,5,5
12309,21,2022-10-17,43,0,0,1,2,2,7,7,7,7
12310,157,2022-10-17,43,1,1,1,5,14,15,17,20,22
12311,209-1,2022-10-17,43,0,0,0,0,1,1,2,2,2
12312,208,2022-10-17,43,0,0,1,1,1,1,6,8,8
12313,207,2022-10-17,43,0,1,1,1,4,4,7,10,10
12314,206,2022-10-17,43,0,0,0,0,3,3,4,7,7
12315,205-1,2022-10-17,43,0,2,4,4,4,4,8,8,8
12316,200,2022-10-17,43,0,2,3,4,8,10,11,12,13
12317,20,2022-10-17,43,0,0,0,3,3,4,5,6,8
12318,197,2022-10-17,43,0,2,4,4,5,5,11,12,12
12319,195,2022-10-17,43,0,0,0,0,3,3,4,5,5
12320,209,2022-10-17,43,0,0,0,0,0,0,3,3,3
12321,167,2022-10-17,43,1,2,2,3,4,4,7,10,11
12322,180,2022-10-17,43,0,0,1,2,4,4,8,8,8
12323,168,2022-10-17,43,1,2,3,7,7,7,8,9,9
12324,156,2022-10-17,43,1,3,3,3,3,3,4,4,5
12325,129,2022-10-17,43,1,2,2,2,2,2,2,3,3
12326,182,2022-10-17,43,1,2,5,6,6,6,13,13,13
12327,173,2022-10-18,43,1,1,1,1,1,1,1,2,2
12328,171,2022-10-18,43,1,1,3,3,4,6,6,8,11
12329,166-2,2022-10-18,43,1,2,2,2,2,2,2,2,2
12330,90,2022-10-18,43,1,1,1,2,4,4,4,6,6
12331,170,2022-10-19,43,1,3,4,5,6,8,8,12,14
12332,170,2022-10-19,43,1,3,4,5,6,8,8,12,14
12333,177,2022-10-20,43,1,2,3,3,5,8,12,14,17
12334,170,2022-10-20,43,1,5,5,7,8,10,10,14,15
12335,03-1,2022-10-20,43,1,1,2,2,2,4,4,5,9
12336,06,2022-10-20,43,1,1,2,2,2,2,2,3,3
12337,215-1,2022-10-20,43,1,1,1,1,1,2,2,3,3
12338,177,2022-10-20,43,1,2,3,3,5,8,12,14,17
12339,161,2022-10-20,43,1,4,5,6,7,9,10,13,14
12340,27,2022-10-20,43,1,2,2,2,2,2,6,6,6
12341,27,2022-10-20,43,1,2,2,2,2,2,6,6,6
12342,22,2022-10-21,43,1,3,3,3,3,3,8,8,8
12343,34,2022-10-21,43,1,1,1,2,2,2,7,8,8
12344,52,2022-10-21,43,1,1,3,3,4,4,4,4,6
12345,201,2022-10-21,43,1,1,2,2,2,6,7,8,8
12346,105,2022-10-21,43,1,1,1,1,1,1,1,2,2
12347,202,2022-10-22,43,1,2,2,3,4,5,8,8,8
12348,32,2022-10-23,43,1,3,3,4,5,5,8,8,8
12349,10,2022-10-23,43,1,2,2,2,2,4,4,4,6
12350,143,2022-10-23,43,1,1,1,2,4,7,8,11,14
12351,155,2022-10-23,43,1,2,2,2,2,2,2,2,3
12352,186,2022-10-23,43,1,1,1,2,2,2,2,2,2
12353,202,2022-10-23,43,1,5,5,6,7,8,11,11,11
12354,203,2022-10-23,43,1,4,4,5,6,7,9,9,9
12355,159,2022-10-23,43,1,2,2,3,8,10,10,10,13
12356,46,2022-10-24,44,0,0,0,1,1,1,2,2,6
12357,51,2022-10-24,44,0,0,1,1,1,1,1,3,8
12358,49,2022-10-24,44,0,0,0,0,0,0,1,1,2
12359,41,2022-10-24,44,0,0,0,0,0,0,0,0,5
12360,42,2022-10-24,44,0,0,0,0,0,0,0,0,3
12361,48,2022-10-24,44,0,0,0,1,1,1,2,2,3
12362,44,2022-10-24,44,0,0,0,2,3,3,4,4,4
12363,47,2022-10-24,44,0,1,1,1,1,1,1,1,1
12364,50,2022-10-24,44,0,0,0,0,0,0,1,1,3
12365,158,2022-10-24,44,1,6,6,7,12,21,22,23,25
12366,154,2022-10-24,44,1,2,2,3,3,3,3,3,5
12367,212,2022-10-24,44,1,3,5,6,6,7,12,12,13
12368,212,2022-10-24,44,1,3,5,6,6,7,12,12,13
12369,53,2022-10-24,44,0,0,0,0,0,0,0,0,1
12370,158,2022-10-24,44,1,6,6,7,12,21,22,23,25
12371,158,2022-10-24,44,1,6,6,7,12,21,22,23,25
12372,116,2022-10-24,44,1,1,1,1,1,1,1,1,1
12373,90,2022-10-24,44,1,4,4,4,6,7,7,7,9
12374,90,2022-10-24,44,1,4,4,4,6,7,7,7,9
12375,28,2022-10-24,44,1,3,3,3,3,3,6,8,8
12376,91,2022-10-24,44,1,4,4,4,6,6,6,6,9
12377,99,2022-10-24,44,0,0,0,0,0,0,0,1,1
12378,60,2022-10-24,44,1,1,1,3,4,4,4,5,5
12379,54,2022-10-24,44,0,0,0,2,3,3,4,4,5
12380,43,2022-10-24,44,0,1,1,1,1,1,1,1,1
12381,56,2022-10-24,44,0,0,0,0,0,0,0,0,3
12382,82,2022-10-24,44,0,0,0,0,1,1,1,1,2
12383,84,2022-10-24,44,0,0,0,0,0,0,0,0,3
12384,85,2022-10-24,44,0,3,3,3,4,5,5,5,5
12385,87,2022-10-24,44,0,4,4,4,5,5,5,5,6
12386,88,2022-10-24,44,0,1,1,1,2,2,2,2,6
12387,89,2022-10-24,44,0,0,0,0,1,1,1,1,5
12388,92,2022-10-24,44,0,4,4,4,5,6,6,6,8
12389,80,2022-10-24,44,0,0,0,1,1,2,4,4,4
12390,93,2022-10-24,44,0,0,0,1,1,2,2,2,3
12391,94,2022-10-24,44,0,0,0,0,0,0,2,2,3
12392,96,2022-10-24,44,0,0,0,0,0,0,0,0,1
12393,97,2022-10-24,44,0,0,0,0,0,0,0,1,1
12394,98,2022-10-24,44,0,0,0,0,0,0,0,1,1
12395,98-1,2022-10-24,44,0,0,0,0,0,0,0,0,0
12396,55,2022-10-24,44,0,0,0,0,0,0,0,0,1
12397,98-2,2022-10-24,44,0,0,0,0,0,0,0,0,0
12398,93-1,2022-10-24,44,0,0,0,0,1,1,1,1,4
12399,78,2022-10-24,44,0,0,0,1,1,2,2,2,4
12400,95-1,2022-10-24,44,0,0,0,0,0,0,2,2,3
12401,76,2022-10-24,44,0,0,0,0,0,0,0,0,1
12402,59,2022-10-24,44,0,0,0,2,3,3,3,3,4
12403,57,2022-10-24,44,0,0,0,2,3,3,3,3,3
12404,61-1,2022-10-24,44,0,1,1,1,1,1,1,2,3
12405,62,2022-10-24,44,0,0,0,2,3,3,3,4,4
12406,63,2022-10-24,44,0,0,0,2,3,4,4,4,4
12407,64,2022-10-24,44,0,0,0,0,1,2,2,2,2
12408,65,2022-10-24,44,0,3,3,5,7,8,8,8,10
12409,77,2022-10-24,44,0,0,0,0,0,0,0,0,1
12410,66,2022-10-24,44,0,0,0,0,1,2,2,2,2
12411,67,2022-10-24,44,0,0,0,0,1,3,3,3,3
12412,68,2022-10-24,44,0,0,0,0,0,0,0,0,0
12413,69,2022-10-24,44,0,0,0,0,1,4,4,4,5
12414,70,2022-10-24,44,0,0,0,0,1,3,5,5,5
12415,72,2022-10-24,44,0,0,0,1,1,3,3,3,5
12416,73,2022-10-24,44,0,0,0,1,2,4,6,6,8
12417,74,2022-10-24,44,0,0,0,0,0,0,0,0,1
12418,75,2022-10-24,44,0,0,0,0,0,0,0,0,1
12419,66-1,2022-10-24,44,0,0,0,2,3,4,4,4,5
12420,122,2022-10-25,44,1,1,1,1,6,6,6,7,9
12421,83,2022-10-26,44,1,1,1,1,1,1,1,1,4
12422,153,2022-10-26,44,1,2,2,3,3,3,4,4,4
12423,108,2022-10-26,44,1,1,1,1,1,1,1,1,1
12424,142,2022-10-26,44,1,3,3,3,6,7,9,10,11
12425,142,2022-10-26,44,1,3,3,3,6,7,9,10,11
12426,28,2022-10-27,44,1,6,6,6,6,6,6,11,11
12427,28,2022-10-27,44,1,6,6,6,6,6,6,11,11
12428,28,2022-10-27,44,1,6,6,6,6,6,6,11,11
12429,26,2022-10-27,44,1,1,1,1,2,5,5,5,7
12430,71,2022-10-28,44,1,1,1,1,2,3,8,8,8
12431,136,2022-10-28,44,1,2,2,2,2,2,2,2,2
12432,136,2022-10-28,44,1,2,2,2,2,2,2,2,2
12433,81,2022-10-28,44,1,1,1,1,1,3,3,3,3
12434,139,2022-10-28,44,1,1,1,1,1,1,1,1,1
12435,144,2022-10-30,44,1,2,2,3,4,7,9,11,11
12436,11,2022-10-30,44,1,3,3,4,5,5,7,7,7
12437,11,2022-10-30,44,1,3,3,4,5,5,7,7,7
12438,169,2022-10-30,44,1,1,7,7,7,7,7,10,12
12439,61,2022-10-31,45,1,1,1,1,3,4,5,5,5
12440,86,2022-10-31,45,1,4,5,5,5,6,6,6,6
12441,58,2022-10-31,45,1,3,3,3,5,6,6,6,6
12442,95,2022-10-31,45,1,1,1,1,1,1,1,1,1
12443,179,2022-10-31,45,1,1,3,3,3,4,6,7,11
12444,169,2022-11-01,45,1,2,7,8,8,8,8,11,12
12445,111,2022-11-01,45,1,3,3,3,3,3,3,3,4
12446,111,2022-11-01,45,1,3,3,3,3,3,3,3,4
12447,166,2022-11-01,45,1,3,3,5,5,8,11,18,20
12448,71,2022-11-01,45,1,2,2,2,3,4,5,9,9
12449,81,2022-11-01,45,1,3,3,3,3,3,5,5,5
12450,136,2022-11-01,45,1,4,4,4,4,4,4,4,4
12451,139,2022-11-01,45,1,2,2,2,2,2,2,2,2
12452,136,2022-11-01,45,1,4,4,4,4,4,4,4,4
12453,26,2022-11-01,45,1,3,3,3,3,6,7,7,7
12454,28,2022-11-01,45,1,6,9,9,9,9,9,10,14
12455,28,2022-11-01,45,1,6,9,9,9,9,9,10,14
12456,28,2022-11-01,45,1,6,9,9,9,9,9,10,14
12457,58,2022-11-03,45,1,4,5,5,7,7,8,8,8
12458,179,2022-11-03,45,1,2,4,4,4,4,7,8,12
12459,159,2022-11-03,45,1,4,8,9,9,15,15,17,17
12460,142,2022-11-03,45,1,2,5,5,5,8,8,10,12
12461,151,2022-11-03,45,1,3,4,4,5,8,8,11,14
12462,159,2022-11-03,45,1,4,8,9,9,15,15,17,17
12463,160,2022-11-03,45,1,7,9,9,9,15,16,17,18
12464,120,2022-11-03,45,1,2,4,4,4,4,4,4,7
12465,124-1,2022-11-03,45,1,3,3,5,5,9,9,10,10
12466,108,2022-11-03,45,1,2,3,3,3,3,3,3,3
12467,160,2022-11-03,45,1,7,9,9,9,15,16,17,18
12468,108,2022-11-03,45,1,2,3,3,3,3,3,3,3
12469,61,2022-11-03,45,1,2,2,2,4,4,6,6,6
12470,86,2022-11-03,45,1,4,6,7,7,7,8,8,8
12471,95,2022-11-03,45,1,2,2,2,2,2,2,2,2
12472,28,2022-11-03,45,1,7,10,10,10,10,10,10,15
12473,122,2022-11-04,45,1,8,9,9,9,9,14,14,14
12474,123,2022-11-04,45,1,8,9,9,11,11,16,17,17
12475,122,2022-11-04,45,1,8,9,9,9,9,14,14,14
12476,121,2022-11-04,45,1,7,9,9,9,10,13,13,16
12477,123,2022-11-04,45,1,8,9,9,11,11,16,17,17
12478,122,2022-11-04,45,1,8,9,9,9,9,14,14,14
12479,178,2022-11-05,45,1,6,6,11,11,11,12,14,17
12480,163,2022-11-05,45,1,2,2,3,3,5,5,5,5
12481,180,2022-11-05,45,1,4,4,5,5,6,7,9,9
12482,163,2022-11-05,45,1,2,2,3,3,5,5,5,5
12483,177,2022-11-05,45,1,7,7,9,10,10,10,14,15
12484,177,2022-11-05,45,1,7,7,9,10,10,10,14,15
12485,156-1,2022-11-06,45,1,2,2,3,5,5,5,5,5
